title,text,subject,date
International Efforts to Combat Cybercrime Intensify in 2023,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",techNews,"April 09, 2021"
Breakthrough in Renewable Energy Achieved in 2023,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",techNews,"December 24, 2023"
2023 Marks Record High for Space Exploration Achievements,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,healthNews,"November 09, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",healthNews,"November 23, 2021"
NASA Successfully Launches Artemis II Mission to Moon,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",economyNews,"December 24, 2022"
2023 Marks Record High for Space Exploration Achievements,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",techNews,"April 28, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",healthNews,"January 20, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",techNews,"April 25, 2023"
NASA Successfully Launches Artemis II Mission to Moon,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",worldNews,"June 24, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",techNews,"May 15, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"November 23, 2023"
AI Regulation Bill Passed in European Parliament,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",techNews,"November 05, 2023"
NASA Successfully Launches Artemis II Mission to Moon,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"January 06, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",techNews,"November 20, 2023"
Global Climate Summit 2023 Concludes with Historic Agreements,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"January 14, 2020"
Breakthrough in Renewable Energy Achieved in 2023,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",healthNews,"July 09, 2021"
Historic Peace Agreement Reached in Middle East Conflict,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"November 11, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",scienceNews,"October 08, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",techNews,"December 20, 2020"
2023 Marks Record High for Space Exploration Achievements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",economyNews,"February 18, 2020"
NASA Successfully Launches Artemis II Mission to Moon,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",scienceNews,"May 14, 2023"
AI Regulation Bill Passed in European Parliament,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,techNews,"February 23, 2022"
World Health Organization Declares End of COVID-19 Pandemic,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",worldNews,"January 12, 2022"
United Nations Calls for Global Action on Plastic Pollution,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",economyNews,"March 22, 2022"
World Health Organization Declares End of COVID-19 Pandemic,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",worldNews,"August 15, 2021"
Breakthrough in Renewable Energy Achieved in 2023,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,healthNews,"October 17, 2022"
AI Regulation Bill Passed in European Parliament,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",healthNews,"December 26, 2020"
2023 Marks Record High for Space Exploration Achievements,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,worldNews,"October 09, 2022"
Historic Peace Agreement Reached in Middle East Conflict,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",healthNews,"June 02, 2020"
International Efforts to Combat Cybercrime Intensify in 2023,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"February 03, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",worldNews,"January 18, 2020"
Global Climate Summit 2023 Concludes with Historic Agreements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",worldNews,"October 03, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",worldNews,"June 23, 2022"
Historic Peace Agreement Reached in Middle East Conflict,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",worldNews,"August 23, 2022"
Historic Peace Agreement Reached in Middle East Conflict,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",worldNews,"February 02, 2023"
Historic Peace Agreement Reached in Middle East Conflict,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",scienceNews,"September 15, 2023"
AI Regulation Bill Passed in European Parliament,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,economyNews,"October 19, 2020"
Breakthrough in Renewable Energy Achieved in 2023,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",worldNews,"June 18, 2022"
